Sex,Centre,Cohort,Student Level,Paper Name,Paper Subject,Paper Level,Percentage
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,94.08
M,Massam,2016,L1,Level 1 Language,Language,L1,63.8
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,78.66
M,Massam,2016,L1,Level 1 Language,Language,L1,49.5
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,100
M,Massam,2016,L1,Level 1 Language,Language,L1,65.6
M,Massam,2016,L1,Level 1 Language,Language,L1,48
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,32.68
M,Massam,2016,L1,Level 1 Language,Language,L1,74.2
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,20.24
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,68.8
M,Massam,2016,L1,Level 1 Language,Language,L1,63
F,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,60.59
F,Massam,2016,L1,Level 1 Language,Language,L1,72.1
F,Massam,2016,L1,Level 1 Language,Language,L1,64.35
F,Massam,2016,L1,Level 1 Language,Language,L1,77.35
F,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,61.61
F,Massam,2016,L1,Level 1 Language,Language,L1,90
F,Massam,2016,L1,Level 1 Language,Language,L1,71.2
F,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,42.5
F,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,90.4
F,Massam,2016,L1,Level 1 Language,Language,L1,88
F,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,67.64
F,Massam,2016,L1,Level 1 Language,Language,L1,63
M,Massam,2016,L1,Level 1 Language,Language,L1,50
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,17.48
M,Massam,2016,L1,Level 1 Mathematics,Mathematics,L1,94.16
M,Massam,2016,L1,Level 1 Language,Language,L1,75.65
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,86.45
F,Massam,2016,L1A,Level 1A Language,Language,L1A,84.63
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.53
F,Massam,2016,L1A,Level 1A Language,Language,L1A,87.72
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Massam,2016,L1A,Level 1A Language,Language,L1A,73.1
M,Massam,2016,L1A,Level 1A Language,Language,L1A,92.88
M,Massam,2016,L1A,Level 1A Language,Language,L1A,98.9
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Massam,2016,L1A,Level 1A Language,Language,L1A,83
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,80.75
F,Massam,2016,L1A,Level 1A Language,Language,L1A,88.35
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,75.9
F,Massam,2016,L1A,Level 1A Language,Language,L1A,68.64
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,54.5
F,Massam,2016,L1A,Level 1A Language,Language,L1A,84
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,86.45
F,Massam,2016,L1A,Level 1A Language,Language,L1A,96.32
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,85.32
F,Massam,2016,L1A,Level 1A Language,Language,L1A,81.7
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,76.36
F,Massam,2016,L1A,Level 1A Language,Language,L1A,98.04
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,58.1
F,Massam,2016,L1A,Level 1A Language,Language,L1A,85.14
F,Massam,2016,L1A,Level 1A Language,Language,L1A,92
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,15.68
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,91.64
F,Massam,2016,L1A,Level 1A Language,Language,L1A,62.05
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,62.64
M,Massam,2016,L1A,Level 1A Language,Language,L1A,72.24
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Massam,2016,L1A,Level 1A Language,Language,L1A,79.98
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,98.8
M,Massam,2016,L1A,Level 1A Language,Language,L1A,81.7
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Massam,2016,L1A,Level 1A Language,Language,L1A,100
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,81.88
M,Massam,2016,L1A,Level 1A Language,Language,L1A,98.58
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,73.71
M,Massam,2016,L1A,Level 1A Language,Language,L1A,67.98
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.47
M,Massam,2016,L1A,Level 1A Language,Language,L1A,93.6
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,58.28
M,Massam,2016,L1A,Level 1A Language,Language,L1A,83.95
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.66
M,Massam,2016,L1A,Level 1A Language,Language,L1A,80
M,Massam,2016,L1A,Level 1A Language,Language,L1A,67.98
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,11.16
F,Massam,2016,L1A,Level 1A Language,Language,L1A,77.38
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,36.26
F,Massam,2016,L1A,Level 1A Language,Language,L1A,90.4
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,32.93
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,45
M,Massam,2016,L1A,Level 1A Language,Language,L1A,75.19
F,Massam,2016,L1A,0,0,0,0
F,Massam,2016,L1A,Level 1A Language,Language,L1A,69.66
F,Massam,2016,L1A,Level 1A Language,Language,L1A,64
F,Massam,2016,L1A,0,0,0,0
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,60.14
M,Massam,2016,L1A,Level 1A Language,Language,L1A,66.4
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,80.51
F,Massam,2016,L1A,Level 1A Language,Language,L1A,95.46
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Massam,2016,L1A,Level 1A Language,Language,L1A,76.8
F,Massam,2016,L1A,Level 1A Language,Language,L1A,100
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,67.86
F,Massam,2016,L1A,Level 1A Language,Language,L1A,92.8
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,96.6
M,Massam,2016,L1A,Level 1A Language,Language,L1A,80.84
F,Massam,2016,L1A,Level 1A Language,Language,L1A,79.98
F,Massam,2016,L1A,Level 1A Language,Language,L1A,100
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Massam,2016,L1A,Level 1A Language,Language,L1A,93.6
M,Massam,2016,L1A,Level 1A Language,Language,L1A,69.35
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,28.75
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,84.66
M,Massam,2016,L1A,Level 1A Language,Language,L1A,100
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Massam,2016,L1A,Level 1A Language,Language,L1A,57.6
F,Massam,2016,L1A,Level 1A Language,Language,L1A,92.07
F,Massam,2016,L1A,Level 1A Language,Language,L1A,100
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,98.28
F,Massam,2016,L1A,Level 1A Language,Language,L1A,67.2
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,85.5
F,Massam,2016,L1A,Level 1A Language,Language,L1A,74.82
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
M,Massam,2016,L1A,Level 1A Language,Language,L1A,98.04
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Massam,2016,L1A,Level 1A Language,Language,L1A,84
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,95.95
F,Massam,2016,L1A,Level 1A Language,Language,L1A,80.91
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,100
F,Massam,2016,L1A,Level 1A Language,Language,L1A,60.72
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,92.96
F,Massam,2016,L1A,Level 1A Language,Language,L1A,85.14
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,70.47
F,Massam,2016,L1A,Level 1A Language,Language,L1A,95.79
M,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,69.3
M,Massam,2016,L1A,Level 1A Language,Language,L1A,94.6
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,80.75
F,Massam,2016,L1A,Level 1A Language,Language,L1A,70.52
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78.75
F,Massam,2016,L1A,Level 1A Language,Language,L1A,98.04
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,77.88
F,Massam,2016,L1A,Level 1A Language,Language,L1A,81.6
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,45.5
F,Massam,2016,L1A,Level 1A Language,Language,L1A,58.8
F,Massam,2016,L1A,Level 1A Mathematics,Mathematics,L1A,81.2
F,Massam,2016,L1A,Level 1A Language,Language,L1A,84
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,86.4
M,Massam,2016,L2,Level 2 Language,Language,L2,81.78
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,76.7
F,Massam,2016,L2,Level 2 Language,Language,L2,84.24
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,76.59
F,Massam,2016,L2,Level 2 Language,Language,L2,73.08
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,100
F,Massam,2016,L2,Level 2 Language,Language,L2,100
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,95.04
F,Massam,2016,L2,Level 2 Language,Language,L2,76.26
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,69.16
F,Massam,2016,L2,Level 2 Language,Language,L2,85.86
F,Massam,2016,L2,Level 2 Language,Language,L2,74.25
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,82.8
M,Massam,2016,L2,Level 2 Language,Language,L2,69.66
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,80.8
F,Massam,2016,L2,Level 2 Language,Language,L2,59.16
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,74.4
M,Massam,2016,L2,Level 2 Language,Language,L2,100
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,73.92
M,Massam,2016,L2,Level 2 Language,Language,L2,64.5
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,80.56
M,Massam,2016,L2,Level 2 Language,Language,L2,70.5
F,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,74.52
F,Massam,2016,L2,Level 2 Language,Language,L2,94.83
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,61.1
M,Massam,2016,L2,Level 2 Language,Language,L2,50.74
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,73.45
M,Massam,2016,L2,Level 2 Language,Language,L2,96.39
M,Massam,2016,L2,Level 2 Mathematics,Mathematics,L2,78
M,Massam,2016,L2,Level 2 Language,Language,L2,88.5
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,35.7
F,Potoru,2016,L1,Level 1 Language,Language,L1,38
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,23.92
F,Potoru,2016,L1,Level 1 Language,Language,L1,34.8
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,22.62
M,Potoru,2016,L1,Level 1 Language,Language,L1,17.2
F,Potoru,2016,L1,Level 1 Language,Language,L1,51.3
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,18.62
M,Potoru,2016,L1,Level 1 Language,Language,L1,37.8
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,20.7
M,Potoru,2016,L1,Level 1 Language,Language,L1,46.35
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,26.78
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,19.78
F,Potoru,2016,L1,Level 1 Language,Language,L1,31.8
M,Potoru,2016,L1,Level 1 Language,Language,L1,46.4
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,27.3
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,38.22
F,Potoru,2016,L1,Level 1 Language,Language,L1,43.2
F,Potoru,2016,L1,Level 1 Language,Language,L1,44.8
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,27.56
F,Potoru,2016,L1,Level 1 Language,Language,L1,38.7
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,29.7
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,26.26
M,Potoru,2016,L1,Level 1 Language,Language,L1,33.25
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,26.4
M,Potoru,2016,L1,Level 1 Language,Language,L1,40.4
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,36.54
F,Potoru,2016,L1,Level 1 Language,Language,L1,46.5
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,28.22
F,Potoru,2016,L1,Level 1 Language,Language,L1,34
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,52.44
F,Potoru,2016,L1,Level 1 Language,Language,L1,37.1
F,Potoru,2016,L1,Level 1 Language,Language,L1,39.2
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,22.08
M,Potoru,2016,L1,Level 1 Language,Language,L1,45.45
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,26.22
M,Potoru,2016,L1,Level 1 Language,Language,L1,30.45
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,20.8
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,53
F,Potoru,2016,L1,Level 1 Language,Language,L1,58.8
F,Potoru,2016,L1,Level 1 Language,Language,L1,40.95
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,15.77
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,31.62
F,Potoru,2016,L1,Level 1 Language,Language,L1,38.7
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,45.58
F,Potoru,2016,L1,Level 1 Language,Language,L1,64.2
F,Potoru,2016,L1,Level 1 Language,Language,L1,50.4
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,19.55
F,Potoru,2016,L1,Level 1 Language,Language,L1,74.1
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,33.44
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,42.18
M,Potoru,2016,L1,Level 1 Language,Language,L1,42
F,Potoru,2016,L1,Level 1 Language,Language,L1,36
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,18.62
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,41.58
F,Potoru,2016,L1,Level 1 Language,Language,L1,57
F,Potoru,2016,L1,Level 1 Language,Language,L1,50.05
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,44.1
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,44.84
F,Potoru,2016,L1,Level 1 Language,Language,L1,40.5
F,Potoru,2016,L1,Level 1 Language,Language,L1,57.75
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,45.22
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,48.45
F,Potoru,2016,L1,Level 1 Language,Language,L1,65.65
F,Potoru,2016,L1,Level 1 Language,Language,L1,57.75
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,28.2
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,61.48
F,Potoru,2016,L1,Level 1 Language,Language,L1,48.5
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,23.69
M,Potoru,2016,L1,Level 1 Language,Language,L1,32.7
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,23
M,Potoru,2016,L1,Level 1 Language,Language,L1,27
M,Potoru,2016,L1,Level 1 Language,Language,L1,39.6
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,22.54
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,35.7
F,Potoru,2016,L1,Level 1 Language,Language,L1,26.25
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,32.4
M,Potoru,2016,L1,Level 1 Language,Language,L1,39.2
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,57.5
M,Potoru,2016,L1,Level 1 Language,Language,L1,47
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,36.12
F,Potoru,2016,L1,Level 1 Language,Language,L1,33.2
M,Potoru,2016,L1,Level 1 Language,Language,L1,34.8
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,15.96
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,66.12
F,Potoru,2016,L1,Level 1 Language,Language,L1,57.85
F,Potoru,2016,L1,Level 1 Language,Language,L1,46
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,22.54
M,Potoru,2016,L1,Level 1 Language,Language,L1,39.9
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,18.63
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,27.9
F,Potoru,2016,L1,Level 1 Language,Language,L1,32.1
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,44.52
F,Potoru,2016,L1,Level 1 Language,Language,L1,53.9
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,50.4
F,Potoru,2016,L1,Level 1 Language,Language,L1,37.45
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,37.74
F,Potoru,2016,L1,Level 1 Language,Language,L1,47.2
M,Potoru,2016,L1,Level 1 Language,Language,L1,46.4
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,12.75
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,37.74
M,Potoru,2016,L1,Level 1 Language,Language,L1,41.4
F,Potoru,2016,L1,Level 1 Language,Language,L1,52.8
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,45.78
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,42.5
F,Potoru,2016,L1,Level 1 Language,Language,L1,55
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,34.02
F,Potoru,2016,L1,Level 1 Language,Language,L1,49.5
M,Potoru,2016,L1,Level 1 Language,Language,L1,47.7
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,30.6
M,Potoru,2016,L1,Level 1 Language,Language,L1,38.8
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,26.91
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,23.14
M,Potoru,2016,L1,Level 1 Language,Language,L1,40.25
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,27.3
F,Potoru,2016,L1,Level 1 Language,Language,L1,47.6
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,21.84
M,Potoru,2016,L1,Level 1 Language,Language,L1,31.2
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,50.5
M,Potoru,2016,L1,Level 1 Language,Language,L1,51
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,37.24
F,Potoru,2016,L1,Level 1 Language,Language,L1,40
M,Potoru,2016,L1,Level 1 Language,Language,L1,53.5
M,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,40.46
F,Potoru,2016,L1,Level 1 Mathematics,Mathematics,L1,49.22
F,Potoru,2016,L1,Level 1 Language,Language,L1,53.9
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,86.9
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,73.96
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,69.3
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,57
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,86.25
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,71.94
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,60
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,96.72
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,73.5
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,75.19
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,69.44
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,60.06
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,72.8
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,64.97
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,82.65
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,88.8
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,62.25
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,80.8
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,69.96
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,73.6
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,75.05
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,76.65
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,71.1
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,69.3
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,68.25
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,82.56
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,62.64
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,52.8
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,59.16
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,82.49
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,74.2
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,69.96
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,90
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,76
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,53.46
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,96
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,82.65
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,91.16
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,78
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,71.38
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,69.75
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,69.96
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,68.8
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,71.28
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,83.2
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,79.98
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,63.18
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,61.38
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,81.03
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,87
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,90.3
F,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,71.4
F,Potoru,2016,L1A,Level 1A Language,Language,L1A,52.8
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,65.1
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,79.57
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,79.5
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,64.24
M,Potoru,2016,L1A,Level 1A Mathematics,Mathematics,L1A,89.25
M,Potoru,2016,L1A,Level 1A Language,Language,L1A,78.26
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,96
M,Potoru,2016,L2,Level 2 Language,Language,L2,83.7
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,64.05
M,Potoru,2016,L2,Level 2 Language,Language,L2,46.87
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,64.35
M,Potoru,2016,L2,Level 2 Language,Language,L2,35.69
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,98.44
F,Potoru,2016,L2,Level 2 Language,Language,L2,57.5
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,86.4
M,Potoru,2016,L2,Level 2 Language,Language,L2,84.75
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,53.3
F,Potoru,2016,L2,Level 2 Language,Language,L2,79.56
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,70.4
F,Potoru,2016,L2,Level 2 Language,Language,L2,100
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,53.3
M,Potoru,2016,L2,Level 2 Language,Language,L2,43
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,78.11
M,Potoru,2016,L2,Level 2 Language,Language,L2,94.77
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,93.6
F,Potoru,2016,L2,Level 2 Language,Language,L2,69.36
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,71.07
F,Potoru,2016,L2,Level 2 Language,Language,L2,36.55
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,73.92
M,Potoru,2016,L2,Level 2 Language,Language,L2,60.75
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,82.72
M,Potoru,2016,L2,Level 2 Language,Language,L2,99.18
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,58.65
M,Potoru,2016,L2,Level 2 Language,Language,L2,49.88
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,94.76
F,Potoru,2016,L2,Level 2 Language,Language,L2,57.04
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,100
M,Potoru,2016,L2,Level 2 Language,Language,L2,97.2
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,95.68
M,Potoru,2016,L2,Level 2 Language,Language,L2,40.85
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,62.4
F,Potoru,2016,L2,Level 2 Language,Language,L2,78.88
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,100
M,Potoru,2016,L2,Level 2 Language,Language,L2,62.25
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,76.59
F,Potoru,2016,L2,Level 2 Language,Language,L2,72.54
F,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,100
F,Potoru,2016,L2,Level 2 Language,Language,L2,45.58
M,Potoru,2016,L2,Level 2 Mathematics,Mathematics,L2,52
M,Potoru,2016,L2,Level 2 Language,Language,L2,51.5
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,53
M,Zimmi,2016,L1,Level 1 Language,Language,L1,35
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,50.63
M,Zimmi,2016,L1,Level 1 Language,Language,L1,69
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,71.28
F,Zimmi,2016,L1,Level 1 Language,Language,L1,31.8
M,Zimmi,2016,L1,Level 1 Language,Language,L1,26
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,9.24
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,60.8
M,Zimmi,2016,L1,Level 1 Language,Language,L1,64.8
F,Zimmi,2016,L1,Level 1 Language,Language,L1,71.4
F,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,20.8
M,Zimmi,2016,L1,Level 1 Mathematics,Mathematics,L1,94.4
M,Zimmi,2016,L1,Level 1 Language,Language,L1,78
